id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V1547,Chile,68,F,Chan Chan,Cusco,2025-01-06,4,2579.32,Desconocido
V1548,EE.UU.,28,F,Líneas de Nazca,La Libertad,2024-10-27,2,552.47,Tren
V1549,Brasil,68,M,Chan Chan,Arequipa,2024-11-22,5,2920.31,Bus
V1550,Chile,28,F,Líneas de Nazca,Cusco,2025-03-16,4,4585.1,Desconocido
V1551,Brasil,64,F,Huacachina,Puno,2024-12-16,3,2341.06,Tren
V1552,Brasil,68,F,Chan Chan,Arequipa,2025-05-23,9,4275.08,Avión
V1553,Perú,54,F,Chan Chan,Ica,2025-05-22,5,4941.65,Desconocido
V1554,México,28,F,Machu Picchu,Arequipa,2025-02-22,6,1852.46,Auto
V1555,México,60,F,Machu Picchu,Arequipa,2025-06-02,1,2938.96,Auto
V1556,Ecuador,35,F,Chan Chan,Ica,2025-10-02,9,3515.45,Avión
V1557,Brasil,57,M,Lago Titicaca,Arequipa,2024-11-27,9,327.13,Tren
V1558,México,56,M,Chan Chan,Cusco,2025-08-05,6,409.65,Tren
V1559,EE.UU.,61,F,Chan Chan,Ica,2025-04-21,4,3046.85,Tren
V1560,Brasil,36,M,Cañón del Colca,Arequipa,2025-01-03,2,1140.75,Desconocido
V1561,México,32,F,Cañón del Colca,Ica,2024-12-28,9,3613.47,Bus
V1562,Colombia,59,M,Líneas de Nazca,Puno,2025-10-01,8,3595.52,Desconocido
V1563,México,60,F,Huacachina,Arequipa,2025-07-29,9,3882.29,Tren
V1564,Ecuador,56,M,Chan Chan,Ica,2025-09-06,6,2218.59,Bus
V1565,Chile,28,F,Machu Picchu,Cusco,2024-12-08,1,770.33,Desconocido
V1566,Chile,60,F,Chan Chan,La Libertad,2025-08-05,7,4713.83,Desconocido
V1567,Ecuador,50,M,Lago Titicaca,Cusco,2025-09-12,3,4164.37,Bus
V1568,Colombia,70,M,Chan Chan,La Libertad,2025-08-08,9,1789.8,Desconocido
V1569,México,49,F,Lago Titicaca,Puno,2025-04-09,8,592.9,Avión
V1570,Argentina,61,F,Cañón del Colca,Arequipa,2024-12-22,6,1145.87,Bus
V1571,Argentina,30,F,Huacachina,La Libertad,2025-02-05,7,488.63,Desconocido
V1572,Brasil,42,M,Machu Picchu,Ica,2025-06-06,9,2790.46,Bus
V1573,Colombia,48,F,Cañón del Colca,Ica,2025-05-11,3,4976.8,Auto
V1574,Argentina,64,M,Chan Chan,La Libertad,2025-08-19,2,4353.75,Desconocido
V1575,Ecuador,47,F,Cañón del Colca,Puno,2025-08-06,3,3149.06,Tren
V1576,Brasil,39,F,Líneas de Nazca,Ica,2025-04-07,4,3757.14,Bus
V1577,Colombia,42,F,Machu Picchu,Arequipa,2024-11-17,8,440.04,Desconocido
V1578,Chile,49,M,Lago Titicaca,Cusco,2025-07-16,1,3082.82,Auto
V1579,Brasil,30,F,Chan Chan,Cusco,2025-05-15,6,2034.77,Tren
V1580,Chile,69,M,Cañón del Colca,Ica,2024-12-02,4,4458.64,Bus
V1581,Perú,29,M,Cañón del Colca,Arequipa,2025-08-16,3,903.74,Tren
V1582,EE.UU.,31,M,Machu Picchu,Arequipa,2025-04-10,4,1261.47,Avión
V1583,Brasil,69,M,Cañón del Colca,La Libertad,2024-11-11,3,4716.22,Bus
V1584,EE.UU.,55,F,Machu Picchu,Puno,2025-09-28,4,1393.12,Desconocido
V1585,Brasil,58,M,Machu Picchu,Cusco,2024-11-26,7,1996.8,Desconocido
V1586,Colombia,62,M,Huacachina,La Libertad,2025-05-16,4,824.24,Desconocido
V1587,Ecuador,54,F,Huacachina,La Libertad,2025-03-03,6,2427.56,Auto
V1588,Perú,23,F,Chan Chan,La Libertad,2024-12-02,2,3762.67,Auto
V1589,México,26,M,Cañón del Colca,Ica,2025-06-24,6,3408.32,Desconocido
V1590,Brasil,18,M,Machu Picchu,Arequipa,2025-08-17,8,1686.55,Desconocido
V1591,Perú,42,F,Lago Titicaca,Ica,2025-10-06,3,2219.79,Avión
V1592,Perú,56,M,Chan Chan,Puno,2024-11-22,4,3408.95,Avión
V1593,Ecuador,53,M,Chan Chan,Puno,2025-05-15,9,4663.39,Avión
V1594,Chile,22,F,Chan Chan,Cusco,2025-06-30,10,2923.83,Auto
V1595,Argentina,29,M,Líneas de Nazca,Arequipa,2024-11-08,8,1331.13,Auto
V1596,Ecuador,31,M,Cañón del Colca,Ica,2024-12-19,3,4505.81,Bus
V1597,EE.UU.,41,M,Líneas de Nazca,Arequipa,2024-11-11,2,2567.68,Auto
V1598,Ecuador,33,M,Huacachina,Ica,2025-08-14,7,1102.42,Avión
V1599,Colombia,53,F,Lago Titicaca,Ica,2025-06-21,9,1674.08,Desconocido
V1600,Perú,69,M,Líneas de Nazca,Arequipa,2024-12-09,2,3344.23,Avión
V1601,Argentina,34,F,Chan Chan,Ica,2025-04-26,3,4359.25,Desconocido
V1602,Argentina,36,M,Machu Picchu,Cusco,2024-11-22,1,4825.94,Desconocido
V1603,Ecuador,49,F,Huacachina,La Libertad,2024-12-27,6,4766.48,Desconocido
V1604,Chile,31,M,Cañón del Colca,Puno,2024-12-23,10,1249.11,Bus
V1605,Brasil,47,M,Lago Titicaca,Ica,2025-06-22,10,901.72,Tren
V1606,Argentina,66,M,Cañón del Colca,La Libertad,2025-08-17,7,4239.13,Auto
V1607,Argentina,36,M,Machu Picchu,Cusco,2025-02-01,1,3629.03,Desconocido
V1608,EE.UU.,40,M,Machu Picchu,Puno,2025-07-30,3,353.96,Desconocido
V1609,Colombia,65,M,Machu Picchu,Puno,2024-10-30,6,1983.51,Auto
V1610,Argentina,29,M,Machu Picchu,Cusco,2025-05-17,3,4101.72,Tren
V1611,Argentina,70,M,Chan Chan,Puno,2025-09-05,7,4169.83,Auto
V1612,Ecuador,65,M,Cañón del Colca,Puno,2025-02-28,9,1889.79,Avión
V1613,EE.UU.,50,F,Huacachina,Cusco,2025-03-27,9,4383.48,Desconocido
V1614,EE.UU.,19,M,Cañón del Colca,Ica,2025-05-29,1,4930.91,Desconocido
V1615,EE.UU.,37,F,Lago Titicaca,Ica,2025-08-21,4,4094.17,Desconocido
V1616,Brasil,60,M,Lago Titicaca,Arequipa,2025-02-08,1,1267.47,Avión
V1617,Colombia,19,F,Chan Chan,Ica,2025-03-22,1,3032.69,Desconocido
V1618,Argentina,62,M,Líneas de Nazca,Cusco,2024-10-27,6,2785.87,Avión
V1619,EE.UU.,51,F,Machu Picchu,Ica,2025-08-28,1,4767.65,Desconocido
V1620,Colombia,63,F,Chan Chan,Ica,2024-11-22,6,3531.61,Desconocido
V1621,Colombia,41,F,Chan Chan,Cusco,2025-09-23,7,3579.1,Desconocido
V1622,Perú,25,F,Chan Chan,Arequipa,2025-07-18,8,2542.59,Auto
V1623,Chile,59,F,Chan Chan,Puno,2024-10-27,4,3268.77,Auto
V1624,EE.UU.,41,M,Huacachina,La Libertad,2025-07-05,3,1617.32,Desconocido
V1625,Chile,22,F,Chan Chan,Puno,2024-11-15,6,4114.71,Bus
V1626,EE.UU.,29,M,Lago Titicaca,Arequipa,2024-11-14,9,503.96,Bus
V1627,Ecuador,38,F,Chan Chan,La Libertad,2025-02-09,8,3508.83,Bus
V1628,México,31,F,Cañón del Colca,Arequipa,2025-03-17,1,3755.8,Tren
V1629,Colombia,33,F,Huacachina,Ica,2025-09-11,6,3637.74,Desconocido
V1630,México,38,M,Machu Picchu,La Libertad,2024-10-31,7,4357.74,Desconocido
V1631,Perú,33,M,Cañón del Colca,Arequipa,2025-08-18,6,4898.33,Desconocido
V1632,Colombia,52,M,Lago Titicaca,Puno,2025-03-31,7,2449.62,Desconocido
V1633,EE.UU.,21,F,Machu Picchu,Cusco,2025-09-04,8,1872.4,Bus
V1634,Argentina,65,M,Líneas de Nazca,La Libertad,2024-12-17,4,2039.79,Avión
V1635,Colombia,18,M,Líneas de Nazca,Cusco,2025-07-21,8,3796.21,Avión
V1636,Colombia,65,F,Lago Titicaca,Ica,2024-12-20,7,3426.14,Bus
V1637,Perú,38,F,Líneas de Nazca,Arequipa,2025-06-13,6,1094.76,Desconocido
V1638,Perú,55,F,Cañón del Colca,Arequipa,2024-10-22,9,2704.11,Desconocido
V1639,Perú,26,F,Lago Titicaca,Arequipa,2025-01-24,2,4399.49,Avión
V1640,Perú,35,F,Machu Picchu,Arequipa,2025-08-20,5,3900.08,Tren
V1641,Chile,40,M,Huacachina,Cusco,2025-07-19,1,1769.31,Desconocido
V1642,México,31,F,Cañón del Colca,La Libertad,2024-12-20,10,1538.42,Bus
V1643,Ecuador,45,M,Cañón del Colca,Cusco,2024-11-18,6,1765.85,Tren
V1644,Ecuador,55,F,Líneas de Nazca,Puno,2024-10-18,9,627.69,Bus
V1645,Colombia,23,F,Machu Picchu,La Libertad,2025-08-31,1,3170.15,Desconocido
V1646,Ecuador,66,F,Chan Chan,Arequipa,2025-08-08,4,2795.61,Auto
V1647,EE.UU.,62,M,Huacachina,Arequipa,2025-07-18,10,1548.51,Desconocido
V1648,Perú,31,F,Líneas de Nazca,Puno,2025-05-19,8,1605.48,Tren
V1649,Chile,23,F,Lago Titicaca,Ica,2024-12-21,7,3250.42,Auto
V1650,Colombia,19,F,Lago Titicaca,Puno,2025-04-22,4,3754.78,Tren
V1651,Brasil,67,M,Huacachina,Cusco,2025-08-19,2,1823.1,Avión
V1652,México,52,F,Machu Picchu,Arequipa,2025-05-14,3,2034.17,Tren
V1653,Colombia,27,F,Chan Chan,Puno,2025-06-23,2,3208.09,Desconocido
V1654,EE.UU.,54,M,Lago Titicaca,Cusco,2025-09-25,6,1170.97,Tren
V1655,México,27,M,Chan Chan,Puno,2024-11-22,1,4419.22,Tren
V1656,Argentina,65,F,Machu Picchu,Arequipa,2024-11-30,10,817.46,Desconocido
V1657,EE.UU.,44,M,Cañón del Colca,Cusco,2025-06-26,5,4134.45,Bus
V1658,EE.UU.,44,M,Chan Chan,Arequipa,2025-04-27,9,2967.41,Bus
V1659,Brasil,52,M,Huacachina,Ica,2025-10-03,8,896.07,Desconocido
V1660,EE.UU.,18,M,Machu Picchu,Arequipa,2025-05-15,7,1947.24,Desconocido
V1661,Ecuador,21,M,Chan Chan,Puno,2025-04-01,10,2018.03,Desconocido
V1662,EE.UU.,56,M,Lago Titicaca,Puno,2025-07-19,2,1930.86,Avión
V1663,Colombia,70,F,Cañón del Colca,La Libertad,2024-10-20,3,599.38,Avión
V1664,Chile,27,F,Machu Picchu,Ica,2024-11-08,7,1750.95,Bus
V1665,Brasil,57,F,Chan Chan,Puno,2025-06-14,1,2393.65,Avión
V1666,EE.UU.,51,M,Machu Picchu,Arequipa,2025-05-03,4,1033.22,Desconocido
V1667,Perú,52,F,Huacachina,La Libertad,2025-07-20,9,4151.55,Desconocido
V1668,Perú,29,M,Cañón del Colca,Arequipa,2025-07-03,8,4596.83,Tren
V1669,Perú,37,F,Chan Chan,Puno,2025-07-08,7,900.82,Desconocido
V1670,Ecuador,57,M,Chan Chan,Arequipa,2025-03-08,7,4905.49,Tren
V1671,Chile,21,M,Machu Picchu,La Libertad,2025-05-08,9,1077.36,Desconocido
V1672,Perú,54,M,Chan Chan,Cusco,2025-01-17,7,3638.8,Desconocido
V1673,México,58,F,Lago Titicaca,Puno,2025-02-14,9,336.93,Tren
V1674,Argentina,38,M,Huacachina,La Libertad,2025-03-22,5,2729.25,Auto
V1675,EE.UU.,68,F,Chan Chan,Ica,2025-09-20,10,4867.63,Desconocido
V1676,Ecuador,34,F,Lago Titicaca,Arequipa,2025-05-31,8,4588.67,Tren
V1677,Argentina,60,F,Huacachina,La Libertad,2024-12-28,8,1346.34,Bus
V1678,Argentina,65,F,Líneas de Nazca,Arequipa,2025-08-07,3,4483.07,Bus
V1679,México,39,F,Lago Titicaca,Cusco,2024-11-10,2,2955.57,Bus
V1680,Brasil,28,F,Huacachina,La Libertad,2025-02-09,4,3957.9,Avión
V1681,Argentina,38,M,Lago Titicaca,La Libertad,2025-09-07,8,3474.58,Desconocido
V1682,Brasil,62,F,Líneas de Nazca,Arequipa,2025-02-13,9,4270.3,Tren
V1683,Perú,45,F,Lago Titicaca,La Libertad,2024-12-11,7,4864.2,Desconocido
V1684,México,51,F,Cañón del Colca,Arequipa,2025-09-13,6,904.96,Desconocido
V1685,Brasil,55,F,Cañón del Colca,Cusco,2025-09-02,8,1962.46,Bus
V1686,Perú,62,F,Líneas de Nazca,Ica,2025-02-26,3,4993.47,Avión
V1687,México,27,F,Cañón del Colca,Ica,2025-06-01,3,309.53,Tren
V1688,Colombia,42,F,Líneas de Nazca,La Libertad,2025-01-02,3,3592.8,Tren
V1689,Chile,23,F,Huacachina,Ica,2025-08-20,6,2036.31,Desconocido
V1690,Perú,43,M,Lago Titicaca,La Libertad,2025-06-30,7,3873.8,Tren
V1691,Ecuador,68,F,Cañón del Colca,Cusco,2025-04-13,9,1096.92,Tren
V1692,Chile,26,M,Líneas de Nazca,La Libertad,2025-10-13,3,4293.56,Desconocido
V1693,México,66,M,Chan Chan,Arequipa,2025-01-08,3,3802.97,Bus
V1694,EE.UU.,50,F,Huacachina,Cusco,2025-08-28,2,3122.97,Desconocido
V1695,Brasil,58,F,Líneas de Nazca,Cusco,2025-01-12,3,526.91,Auto
V1696,Perú,40,F,Líneas de Nazca,Puno,2024-12-26,3,1238.39,Bus
V1697,Colombia,47,M,Machu Picchu,Ica,2025-04-16,3,2660.56,Auto
V1698,Colombia,48,M,Chan Chan,Ica,2025-05-03,3,1949.22,Desconocido
V1699,Perú,55,F,Huacachina,Ica,2025-09-30,10,3833.42,Auto
V1700,Argentina,27,F,Cañón del Colca,Arequipa,2025-09-16,9,4945.26,Tren
V1701,Colombia,56,F,Lago Titicaca,La Libertad,2025-04-14,1,1828.52,Bus
V1702,EE.UU.,61,F,Lago Titicaca,La Libertad,2024-10-28,5,3721.0,Auto
V1703,EE.UU.,18,F,Huacachina,Puno,2024-12-01,6,2829.31,Avión
V1704,Colombia,61,M,Machu Picchu,Puno,2024-10-21,3,4462.89,Bus
V1705,Perú,31,F,Chan Chan,Puno,2025-07-07,10,3914.86,Avión
V1706,México,29,F,Lago Titicaca,Ica,2025-01-21,7,3773.44,Tren
V1707,México,57,F,Machu Picchu,Cusco,2025-02-06,6,1602.92,Bus
V1708,Chile,67,M,Cañón del Colca,Ica,2025-07-26,9,2068.05,Tren
V1709,Colombia,23,M,Lago Titicaca,Puno,2024-11-05,1,1579.35,Bus
V1710,Colombia,21,M,Huacachina,Ica,2025-03-11,6,1982.33,Bus
V1711,EE.UU.,31,F,Cañón del Colca,Cusco,2025-07-31,5,4432.63,Desconocido
V1712,Perú,63,M,Huacachina,Cusco,2025-03-07,4,4177.79,Avión
V1713,Ecuador,62,M,Cañón del Colca,Arequipa,2025-05-23,1,362.7,Avión
V1714,Perú,46,M,Lago Titicaca,Ica,2025-04-19,3,4318.91,Avión
V1715,Chile,52,F,Chan Chan,Arequipa,2025-03-24,2,874.74,Avión
V1716,EE.UU.,55,F,Chan Chan,Arequipa,2025-09-25,2,3822.57,Desconocido
V1717,Chile,64,F,Lago Titicaca,Cusco,2025-03-29,8,4403.23,Bus
V1718,Ecuador,64,M,Huacachina,Ica,2024-12-23,8,4516.49,Bus
V1719,EE.UU.,20,F,Machu Picchu,Puno,2025-07-16,8,321.16,Bus
V1720,México,70,F,Huacachina,La Libertad,2024-10-30,5,730.51,Tren
V1721,Brasil,36,F,Lago Titicaca,Puno,2024-10-26,6,4291.57,Bus
V1722,Colombia,23,M,Machu Picchu,La Libertad,2024-10-21,6,2318.72,Desconocido
V1723,Ecuador,39,F,Huacachina,Puno,2025-08-12,5,401.8,Desconocido
V1724,EE.UU.,36,F,Machu Picchu,La Libertad,2025-09-25,2,3519.98,Bus
V1725,Brasil,34,F,Cañón del Colca,Arequipa,2025-08-02,7,4771.98,Desconocido
V1726,Brasil,31,M,Líneas de Nazca,Arequipa,2024-11-23,3,2413.56,Auto
V1727,Argentina,46,M,Machu Picchu,Arequipa,2025-05-21,10,1780.31,Tren
V1728,Chile,68,F,Lago Titicaca,Arequipa,2025-09-20,10,1325.46,Bus
V1729,EE.UU.,58,M,Huacachina,Arequipa,2024-11-20,9,638.96,Avión
V1730,Brasil,42,F,Lago Titicaca,Puno,2025-06-25,9,2745.54,Avión
V1731,Colombia,68,F,Machu Picchu,Ica,2025-08-26,9,2121.67,Desconocido
V1732,México,65,F,Huacachina,La Libertad,2025-09-15,7,4491.3,Auto
V1733,Chile,36,F,Lago Titicaca,Arequipa,2025-07-31,7,606.28,Bus
V1734,Brasil,68,F,Machu Picchu,Arequipa,2025-07-23,8,2143.65,Tren
V1735,Perú,66,M,Huacachina,Cusco,2025-04-24,6,3646.73,Desconocido
V1736,México,42,M,Lago Titicaca,La Libertad,2025-02-07,9,418.88,Bus
V1737,Perú,37,F,Chan Chan,Puno,2025-01-04,9,4714.4,Desconocido
V1738,Argentina,42,F,Líneas de Nazca,Ica,2025-08-28,1,4384.27,Desconocido
V1739,EE.UU.,21,F,Chan Chan,Ica,2025-01-22,6,3360.28,Desconocido
V1740,Argentina,48,F,Cañón del Colca,Puno,2025-03-21,5,3911.99,Auto
V1741,Perú,55,M,Lago Titicaca,Puno,2025-04-26,8,424.1,Desconocido
V1742,México,55,M,Machu Picchu,La Libertad,2025-10-08,5,4827.49,Tren
V1743,Argentina,30,F,Machu Picchu,Cusco,2025-08-27,4,4002.47,Tren
V1744,Argentina,19,M,Lago Titicaca,Ica,2025-07-15,3,2069.75,Avión
V1745,Argentina,64,F,Machu Picchu,Arequipa,2025-05-31,2,1228.8,Tren
V1746,Chile,59,F,Líneas de Nazca,La Libertad,2025-08-30,8,4734.46,Tren
V1747,Argentina,33,M,Machu Picchu,Arequipa,2024-12-23,8,2690.68,Tren
V1748,Colombia,69,F,Huacachina,Ica,2025-03-28,10,4298.55,Tren
V1749,Perú,27,F,Machu Picchu,Ica,2025-08-18,5,1803.54,Desconocido
V1750,Chile,18,M,Machu Picchu,Ica,2025-05-14,3,3380.01,Tren
V1751,Argentina,50,F,Machu Picchu,La Libertad,2025-10-06,5,3427.21,Desconocido
V1752,Perú,41,F,Lago Titicaca,La Libertad,2025-01-29,10,3718.93,Auto
V1753,EE.UU.,28,M,Líneas de Nazca,Ica,2025-04-28,2,3932.62,Desconocido
V1754,Colombia,42,F,Líneas de Nazca,Ica,2025-03-29,8,3057.36,Bus
V1755,Argentina,23,M,Huacachina,La Libertad,2025-08-28,10,2699.95,Bus
V1756,EE.UU.,53,M,Huacachina,Arequipa,2025-02-12,3,679.77,Avión
V1757,EE.UU.,30,M,Lago Titicaca,Ica,2024-12-11,3,3690.0,Desconocido
V1758,México,35,F,Cañón del Colca,Arequipa,2025-06-05,8,2571.93,Desconocido
V1759,México,18,F,Lago Titicaca,Arequipa,2025-04-06,4,1369.6,Avión
V1760,Ecuador,36,F,Lago Titicaca,Puno,2024-12-15,1,737.34,Auto
V1761,Argentina,60,F,Lago Titicaca,Puno,2025-05-19,7,1327.46,Desconocido
V1762,Argentina,31,M,Chan Chan,La Libertad,2025-04-14,5,3860.55,Bus
V1763,Perú,33,M,Huacachina,La Libertad,2024-12-02,10,3009.56,Desconocido
V1764,Chile,28,M,Chan Chan,Ica,2025-01-17,1,1810.74,Desconocido
V1765,México,18,F,Chan Chan,Ica,2025-07-12,7,4348.97,Auto
V1766,Perú,21,F,Líneas de Nazca,Cusco,2024-11-09,5,3160.04,Tren
V1767,Argentina,18,M,Lago Titicaca,Puno,2025-09-27,2,4116.71,Auto
V1768,Argentina,64,M,Cañón del Colca,Arequipa,2025-10-12,7,2479.05,Bus
V1769,Argentina,28,M,Cañón del Colca,Cusco,2024-12-19,4,2783.23,Bus
V1770,Brasil,69,F,Lago Titicaca,Ica,2025-09-04,5,4567.72,Desconocido
V1771,Ecuador,37,F,Chan Chan,La Libertad,2025-03-24,5,411.94,Desconocido
V1772,Brasil,21,M,Chan Chan,Puno,2025-04-28,4,3636.07,Avión
V1773,Argentina,20,M,Cañón del Colca,Arequipa,2025-02-05,3,3439.22,Desconocido
V1774,Perú,57,F,Machu Picchu,Puno,2025-03-31,10,1291.34,Tren
V1775,EE.UU.,18,M,Cañón del Colca,Arequipa,2025-02-23,6,2059.04,Tren
V1776,Argentina,66,F,Lago Titicaca,Puno,2025-08-29,4,3299.09,Auto
V1777,EE.UU.,18,F,Líneas de Nazca,La Libertad,2024-11-24,5,1387.35,Tren
V1778,EE.UU.,36,M,Machu Picchu,Cusco,2025-04-12,10,3004.58,Tren
V1779,México,51,F,Chan Chan,La Libertad,2025-04-17,6,2029.54,Bus
V1780,Colombia,28,M,Machu Picchu,Ica,2025-05-28,5,3024.47,Desconocido
V1781,Brasil,68,M,Machu Picchu,Arequipa,2025-04-13,1,429.37,Avión
V1782,Chile,37,F,Lago Titicaca,Ica,2025-02-08,7,2478.24,Auto
V1783,Perú,56,M,Líneas de Nazca,La Libertad,2025-04-22,4,859.32,Avión
V1784,Chile,55,M,Líneas de Nazca,La Libertad,2025-05-19,4,2428.28,Desconocido
V1785,EE.UU.,46,F,Machu Picchu,Cusco,2025-02-19,2,4256.51,Auto
V1786,Brasil,31,M,Huacachina,Cusco,2025-06-20,7,1420.37,Desconocido
V1787,Ecuador,67,M,Lago Titicaca,Puno,2025-02-20,5,545.28,Desconocido
V1788,Perú,22,F,Huacachina,Puno,2024-10-27,2,4913.02,Auto
V1789,Perú,46,M,Lago Titicaca,Arequipa,2025-03-18,1,4533.6,Auto
V1790,México,49,F,Huacachina,La Libertad,2025-02-16,3,2541.43,Desconocido
V1791,Brasil,44,F,Cañón del Colca,Ica,2024-12-27,4,2372.06,Tren
V1792,EE.UU.,26,F,Cañón del Colca,Ica,2025-10-02,7,2443.33,Desconocido
V1793,Brasil,37,F,Machu Picchu,La Libertad,2024-12-05,3,2054.79,Auto
V1794,Chile,26,F,Cañón del Colca,Ica,2024-12-31,9,2271.18,Tren
V1795,México,52,F,Chan Chan,Ica,2025-03-16,7,2527.82,Desconocido
V1796,Colombia,67,F,Machu Picchu,Cusco,2025-07-26,6,4960.44,Desconocido
V1797,México,69,M,Lago Titicaca,Cusco,2025-01-21,8,3372.59,Desconocido
V1798,Brasil,40,M,Huacachina,Arequipa,2025-09-18,10,874.66,Desconocido
V1799,Argentina,41,F,Chan Chan,Arequipa,2025-09-26,6,2973.37,Desconocido
V1800,Ecuador,26,M,Líneas de Nazca,Puno,2025-09-09,2,2749.89,Desconocido
V1801,Brasil,45,F,Cañón del Colca,Arequipa,2024-12-25,5,3968.2,Auto
V1802,EE.UU.,63,M,Chan Chan,Arequipa,2025-06-03,2,2290.03,Bus
V1803,Argentina,23,F,Chan Chan,Arequipa,2024-10-16,2,1482.85,Auto
V1804,Chile,60,F,Lago Titicaca,Ica,2025-09-03,10,1466.35,Desconocido
V1805,Chile,46,F,Líneas de Nazca,La Libertad,2025-09-24,5,1944.13,Avión
V1806,EE.UU.,27,M,Machu Picchu,La Libertad,2025-10-07,1,1064.66,Avión
V1807,Perú,46,F,Machu Picchu,La Libertad,2025-03-29,9,3183.9,Desconocido
V1808,EE.UU.,35,M,Cañón del Colca,Ica,2024-12-12,4,4012.57,Desconocido
V1809,Brasil,59,F,Líneas de Nazca,Arequipa,2025-01-12,8,2804.28,Desconocido
V1810,Colombia,38,M,Líneas de Nazca,La Libertad,2025-06-06,3,2434.42,Avión
V1811,México,36,M,Huacachina,La Libertad,2025-08-01,5,973.76,Tren
V1812,Argentina,29,F,Huacachina,Puno,2025-03-26,5,1861.48,Desconocido
V1813,Perú,23,F,Líneas de Nazca,Puno,2025-01-20,8,2683.21,Auto
V1814,Colombia,40,F,Huacachina,Cusco,2024-12-29,5,866.37,Avión
V1815,México,32,M,Cañón del Colca,Ica,2025-08-30,3,2266.3,Bus
V1816,Argentina,47,M,Chan Chan,La Libertad,2025-08-20,6,4587.76,Auto
V1817,Perú,48,F,Chan Chan,Puno,2025-08-17,7,3681.11,Tren
V1818,Perú,46,F,Huacachina,Puno,2025-09-27,6,547.39,Tren
V1819,Chile,19,F,Cañón del Colca,Puno,2024-11-02,1,3511.91,Auto
V1820,Argentina,36,F,Machu Picchu,Arequipa,2025-10-10,7,3154.97,Auto
V1821,Brasil,69,M,Huacachina,Arequipa,2025-01-18,4,2277.0,Bus
V1822,Brasil,26,F,Chan Chan,Ica,2025-03-12,4,723.05,Desconocido
V1823,Brasil,18,F,Lago Titicaca,Cusco,2024-12-01,3,960.05,Desconocido
V1824,México,52,M,Líneas de Nazca,Arequipa,2025-08-22,2,2582.81,Auto
V1825,Ecuador,45,M,Líneas de Nazca,Cusco,2025-04-02,2,1178.82,Desconocido
V1826,Colombia,35,M,Lago Titicaca,Ica,2025-05-18,3,4318.23,Avión
V1827,EE.UU.,24,F,Lago Titicaca,Ica,2025-02-03,2,3870.17,Auto
V1828,EE.UU.,31,F,Machu Picchu,Cusco,2024-12-03,5,2408.36,Avión
V1829,Ecuador,55,F,Huacachina,Arequipa,2025-08-10,1,3436.63,Desconocido
V1830,Perú,52,M,Líneas de Nazca,Ica,2025-03-21,6,4925.62,Avión
V1831,México,19,F,Lago Titicaca,Ica,2025-08-09,5,4218.48,Tren
V1832,Colombia,56,F,Machu Picchu,Puno,2025-05-26,10,3116.56,Desconocido
V1833,Chile,48,M,Machu Picchu,Cusco,2025-02-01,10,4532.87,Desconocido
V1834,México,60,F,Chan Chan,Cusco,2025-09-28,9,4642.51,Avión
V1835,México,21,F,Cañón del Colca,Arequipa,2024-12-02,2,1828.41,Desconocido
V1836,Colombia,63,F,Lago Titicaca,Puno,2024-10-27,8,3964.13,Avión
V1837,Colombia,35,M,Lago Titicaca,Arequipa,2025-06-20,9,2568.52,Bus
V1838,México,34,M,Cañón del Colca,Puno,2025-03-18,2,1853.73,Avión
V1839,México,66,F,Lago Titicaca,Cusco,2025-06-17,8,4547.66,Desconocido
V1840,Argentina,54,M,Chan Chan,Cusco,2024-12-22,5,1714.86,Desconocido
V1841,Perú,43,F,Huacachina,Arequipa,2024-10-24,8,1665.9,Auto
V1842,Chile,67,F,Huacachina,Puno,2025-03-13,8,1513.59,Auto
V1843,Colombia,42,F,Lago Titicaca,Cusco,2025-05-15,4,3551.81,Tren
V1844,Argentina,51,M,Huacachina,La Libertad,2025-03-20,9,3296.15,Tren
V1845,Perú,20,M,Cañón del Colca,La Libertad,2025-04-15,3,4368.82,Tren
V1846,Ecuador,22,F,Cañón del Colca,Arequipa,2025-08-20,5,398.0,Desconocido
V1847,EE.UU.,67,F,Machu Picchu,La Libertad,2025-07-07,4,1132.3,Bus
V1848,Chile,19,M,Lago Titicaca,Puno,2024-12-15,5,4463.33,Desconocido
V1849,EE.UU.,55,M,Machu Picchu,Cusco,2025-07-21,10,4036.32,Desconocido
V1850,Chile,30,F,Huacachina,Ica,2025-04-10,9,1398.9,Auto
V1851,Colombia,45,F,Lago Titicaca,Ica,2024-12-01,10,2281.93,Avión
V1852,Perú,58,M,Líneas de Nazca,Cusco,2025-04-20,9,3093.0,Bus
V1853,Perú,31,F,Líneas de Nazca,Cusco,2025-06-26,6,3238.71,Avión
V1854,Brasil,23,F,Lago Titicaca,La Libertad,2025-09-25,5,475.98,Desconocido
V1855,Perú,41,M,Huacachina,Puno,2025-06-26,6,1588.05,Tren
V1856,México,64,M,Machu Picchu,Ica,2025-07-01,5,1512.66,Desconocido
V1857,Colombia,64,M,Chan Chan,Cusco,2025-03-18,9,3146.13,Auto
V1858,Colombia,32,M,Chan Chan,La Libertad,2025-03-03,6,1460.95,Bus
V1859,Brasil,61,F,Líneas de Nazca,Ica,2025-08-09,3,1376.85,Tren
V1860,México,24,M,Líneas de Nazca,Puno,2025-05-02,6,827.93,Auto
